mapname,filesize,filesize_bz2,sha1
aim_powerstation,5593674,2905540,75c1990f41f41226f3b3a00ef3b5240617b71823
bh_aztec,1625300,482625,ee73c9627b9f092b3299fec071242537258dd65f
bhop_98gain,6723666,2186530,7f8d231cf6801f0522d075d3c20c854045a69edf
bhop_atrium,3964928,1189334,1895f628deabb9919072f46bf843673206ba8cb2
bhop_cellarman_fix,5361479,2159421,9ab4a3b0587e70d97185353d7862f0b77c855095
bhop_challenjour,156301612,88637932,a073a9f89be904abab406cec57a5c3ab541bb894
bhop_clrs,4104341,1189898,5e26d5038b5e2767bc17feaffdae1bf455640af4
bhop_dusttemple_beta,11228656,4152510,6b48463237d7482db65741a2dd1e024176c28c6f
bhop_eject,52085528,16249472,6fba6ab1a439c7aca0bb6325517c966d1d16691b
bhop_enmity_beta3,56631077,37361136,7e10283103e59cf0540f779d40a7c36727fd33cd
bhop_exotic_v2,17904344,6136485,8ca8a373b8e4af0f8f13c411032f9e97f21f567a
bhop_frosties,63013740,36946096,7dee2b9015d2cf0bc612bce94b875dc8a3a85642
bhop_fuckfear,10302785,8559046,92a90a4767cfe992a7d2bc50af3825d298ca1e25
bhop_fyusion,9205628,3316978,bd70d5c0c50651486d4f65b4a831c5f77908c2da
bhop_ihate_devmaps_fix,1329312,545598,a170cc2e23087c68490f5385e11bf4de66841a68
bhop_island_final,11685251,3950732,07daee9a37c3a68fe651353e66f3b9d20f70d8f6
bhop_no3_minecraft_beta,12183831,2156961,3f6048c76904ec48399239b3a889b9ef4302e5e3
bhop_pizurin,6844832,2959412,f5b8f0952ddaa1a666d997882186ac52bfece472
bhop_rockthevote4,17418000,5826970,cee17abe320d3a8a5642fb311761dc19469ad351
bhop_stages,1761244,484935,e5a526a533c5735a715d328ea5ecb82392c6f8e6
bhop_strength,104627024,57991733,5b5fa9bf3a4d2755e8e86075f116e71232e7b744
bhop_wayz,21147649,7022563,06f08e0784ea147e998a0daf5c23e42716627df5
bhop_wonderland,316111863,138236692,380fff74aab80d6e654862bdccbcca8a1fa2e474
kz_bhop_affinity,13518067,9558269,834d26ff1bfe1f0fb6835393468f603cb5ca6513
kz_bhop_cube,30682253,16536456,0310839e0eab12d498e816cc77d1ddec1e5c76cd
kz_fofmania_strafe,52288466,26470315,d27ad132c1f36b8fe9bba3c7c1c3902a396d5ae2
kz_freezing_ridge,3543280,1346034,783b59f02abd36c9d2d32b3a0dcd0ee404c8dfc1
kz_tf-climbing,1690960,283012,dfac6e83a798e6c4d696e29faaf1faa03e8a0985
xc_pharaoh,21118849,7815132,2b488fc8a158423218782d9f87d52b1f42fcdcf6
xc_temple,68411384,30024833,2ab12e98b069974654c890f28d6efc4f03d6fa0c
xmas_rats_b3,9699328,5153439,162966555e500512f997144baeb0fa9bade9eec7
