mapname,filesize,filesize_bz2,sha1,note
bhop_illusionary,64343523,48024382,ce55056a8ef9a3a185749f911941ff6585f90664,older version i guess
bhop_null_fix_nom2,56490642,33388631,d69d0e20f208a94d1d4c403e08cb04f6cda8ea41,this is bhop_null_fix (9443f5d39b82841345a998ed67980205374c2f95) with soundscapes edited out...
#jb_mlcastle_refurbished_v3_gix,82681907,82730216,d6b157af3d9f8c2bbc0157010e6b5dc5f201ae20,buggy test prelease version of jb_mlcastle_refurbished_v3_fix or something
ka_soccer_2006_v3,3912513,1720009,61200c8917c442c8ac928f0b085baa67d1922744,i have no idea
kz_bhop_north,283018920,131979351,00df5e3d505f89e74f597702b5c355998f5955ae,play northx instead
kz_bhop_north,283150920,132058097,57f5623317f59e1b95034402885ea1d88f19b0ac,play northx instead
soccer2007_v2,22841170,5101726,52853b7e9d1f1315db3c885cf0804e0f96fc4de1,i have no idea
bhop_overwhelmed,10140940,1994387,d4d5d93f0963377ec26faf27dc2dfa80d5cc239e,unpacked textures & bugs
bhop_overwhelmed,14626499,3427580,6a217e0ccb281c568ba34aee0c588f00016fd084,unpacked textures & bugs
bhop_overwhelmed_fix,39795401,9597021,1c6d803b80d9d98e460ea91c54dfacbe0cf23857,unpacked textures & bugs
bhop_overwhelmed_fix,64964639,15759041,8216947b607e0cbfe5d117a9376d683e5aef5725,unpacked textures & bugs
bhop_symbiotic_beta,232264637,81775833,4c01968c4dd469523a58d0c51cde82e181ce8fc6,beta and it doesn't need to be on the main list
bhop_treason_beta,664146992,301355362,777d69e74a3223b52249d9a435402a9a76da2129,beta and it doesn't need to be on the main list
de_poopnfellasdying,5251736,2420852,d743b03c0228fe7a6eafef0d7500d24d52763cc4,trashed on gamebanana
de_poopnfellasdying,7562164,3205433,29108208d98e1c5be2e06a28d5f4f5a14baf31ac,trashed on gamebanana
