mapname,filesize,filesize_bz2,sha1
bhop_adventure_developercity_v10b,55445984,17941046,f541b46577b1005ef5360f39f5c2b141d214fe9d
bhop_flux_beta13_packed,4647663,1847971,4f96e5f56ff25b5931bec0c46e48905ba7f81908
bhop_hopi_noproblem,15333185,10155379,59cab34ae5575c258194da2dc71733df33cd3963
bhop_minecraft_ssj,511753,88294,e1862af358f15354a5ed12dd181b3e1e649b360b
bhop_museum_beta,78068544,36066857,6bba2b1d630ce55c90bbad96a0b88a707f59a283
bhop_nervosity2_css,17302157,1740164,1ff1fe25e8b5b7aed7989954c0baeb07091479f5
bhop_puppeteer_beta9g2,16359264,7067950,d1e2294e562c6da54e6b8025f8c20a792e790115
bhop_puppeteer_beta9kkk,19341834,8325838,426ca8ad15dcdbed4ccdc0d5352b2803031a5c7c
bhop_rez,5771557,1626707,e4a924a7ab28707f4bcc9b73b30563fb5b0bfcce
bhop_shitpost,5643016,595998,0d5f7d5a2a6c51059971748f7fb232fce5764519
bhop_stormbeta_2,9073282,1705770,64cb65560e28d69c6c6346192fae9ab17a96e0e9
bhop_sunstreak2_fixed,11585484,3068844,06803816e5bcc46d3e61774f93389b74a5ddd12a
bhop_tisvinja,38290625,13130051,517ffe154b5727afa156b9476922a4b3f7aac8af
bhop_tricks,245892,23694,e88ee028bdb8e32d3dd19a6b5b352d26655b7dd1
bhop_ttv_dreambhop_test,33480277,10559815,5cfbc6da4e9d929d56bb0ba41b61b3f7b3918c16
