mapname,filesize,filesize_bz2,sha1
bhop_2020_aux,98945868,44869264,afe35a95ef2d32e9d7e2be55ad5a47af38f67a80
bhop_2021_aux_a,98646930,33538327,c8119ab35262124893947df3a82f465d7ced9cb8
bhop_2021_aux_lm,36000472,15694898,1b1a818f0069fb534e9f031959854ffe996fd223
bhop_2021_aux_strafe,3022230,1374305,22bf368091c955c5eacf8bc65b0ecc968b1ebdb1
bhop_65,2894296,1302292,7dc09e39b3afb1b22e25ced406353411b3691d05
bhop_66,2933744,1347376,e4d26aa981d3471b5525e2689046c1370e24b4c4
bhop_8bit,110151112,12676869,6fe703cff1fe394708294a27b84301b297858120
bhop_arcane_v2_retex,90013000,37579099,6ab656a7a4e3e49465bff2fa8a0929b65b8528fb
bhop_arcane_v3,86364195,34089363,82f79f10bd71b1f6727e9149dcbc920ac26d8a2d
bhop_atmosphere_fix,65389030,14822416,33185ca4d07e2e9fdc8ec8ea12edd5ec04aa2b1a
bhop_bfur2,13198504,2649069,ca1d8a231a348c07695ff977e2d59d1308ea9d0e
bhop_bhop6,26223432,4628191,7194424319e5521f4275b676262f3843a7f38842
bhop_blacktop,24124342,12967535,407980ee0633469a7f7a07edbe4a97ab25418c18
bhop_bludi_beta2,79326234,32815480,55ef51652df33772a478b32435c65ecb2457af45
bhop_calm_fix,4236532,1549134,656522b811ace17461784a2214d126b54c42add0
bhop_carzz,41705410,11240394,4cd86b23a619cf9d164d8e95de68c23cf20b7aa7
bhop_cetz_full,37854579,8258580,fc20cd32bd020463b94a0fc4f93b7d4fcb8edc3c
bhop_circles_2020,1011584,207035,d14c1f466c708620b85f059a57e4655227cfba81
bhop_cokaine,1152788,424800,3441456a3d0e7111f2f5304489367f9633627a08
bhop_collabv7,214043752,79090801,da68a440acb0b123ac4ed9a3d485508a912ca73b
bhop_communityjump_fix,179586842,110630326,a58036d716fae69ae980017c924ac08cfbea6ab7
bhop_conquest2,40637427,24239771,0bc9424725b3ddd35ac7dfdd92a99c9227e21054
bhop_coop_thing_beta3,33371039,5607867,34d969204416829e51726966c9643670a47112eb
bhop_covid19,119358304,57321341,d5946685fada0099c0a6a9de524c19787c34299a
bhop_darkblu,7717753,649682,196ffa2a7261e8e2d22317bf846235a9e0246375
bhop_detached,57108814,22095583,ae47c4674a554942e9bb9ecc0628867399784aff
bhop_dirtsider_bhwc,143167250,58334664,1176b72f4b63c5b8dd9f2b9bb11d7edd09b1d269
bhop_dirtsider_bhwc_fix,143167260,58472365,adb948cbfa2a7b947d61e617a3861c18b5f1b91d
bhop_doehoe,13027366,3074281,8261b174845cad509927f4778baf097fad1e94c7
bhop_dsa,48317674,18574301,a24bdac9819bc93aaa32db629e8e3bbd8b477f28
bhop_ebala,8945624,217616,e58f8b09a69d3b8b4e698acdf81d874c4700b26e
bhop_exalted,9692796,3961600,4fdd28e36b74e70da64dc657cff76cd108920a81
bhop_eyfisa,6467040,1917277,de33e84c9dc171cbc587cef9422f09abf2e8cba7
bhop_fluttyshy,56652126,7760979,9ce497ac3b30c746111e0111affc4401a7364473
bhop_fps_max2_qtr,18768650,4456922,8d19098210299ab3981c3fe245c3eaf76045878b
bhop_fps_max2beta1,22814654,6072850,58fe6ca302c0626b07adc126a9b26f422352216e
bhop_fsog_kwc,19546895,5858513,ce6d51507032099b9ea749cce15c8b382b751624
bhop_futile_beta11,7563906,4044005,df09472adc36e245bcef5269ffb52b6612e438f5
bhop_gettureus,23513728,9468104,1b54d9af6c5113b5a84b717493d3ef8b55c4085c
bhop_halloween_sm_css,55927295,17285131,67b4b3f7d52fe32883a41fd9b9524e0907492cb4
bhop_hardthing_beta8,7337850,1195474,9806e7a23256e1e997b7c34cfb14f192a5d19f7d
bhop_inline,1537495,1540282,2855abc88cb4da2f2e4293813e29710dba0e7a4b
bhop_innovation_beta,116046953,54398145,12103d0ac0e425a4b12f937e66e63ccc9cf0a8d3
bhop_ivy_final_test2,117920548,67121330,632136f903714ac657fa6992f80fa61a283774bd
bhop_ivy_finally,118433473,67113730,1ebba2959b235e8a6b16efecde4f8f90e9b203ad
bhop_jump_jump_poke_fix,8154558,1790956,53cd98e6d4fbfdc0fe7c8d4038a12efa02aee808
bhop_karry,30798204,6790376,6a0a6f96a92336799a89d880bec5e284834ce609
bhop_kz_mix_journeys,125258578,50304254,88e5f8d41dd5a03b543864246dc524a250725e23
bhop_l3monhop_v1_css,25619926,9955390,7f58e094d069cad371b0f313b9ac3e03385ad24e
bhop_landfix,35033856,7841401,8d9dadde4722bf4b215ede30eda11127234a6a1c
bhop_larena_nodoors_fix,45244742,21477516,ef8538c34678e69da872d4cb5b6d7f4be672602f
bhop_lego_journey_sf,106332722,73141178,820bdb3586482406337e52a89db277adb0556c0b
bhop_lt_map_fix,26918959,11605036,0de04fccff0404a74dc3ee0d585144fe2ccd59f9
bhop_lush_css3,57341088,26368496,cf520f3e12b0ad1af9a7ca9b5e433e9c62e4540f
bhop_marathon_css,34687353,13308468,a514ac93c22512b36cabeb1ea9a5a9c2250ed422
bhop_myztek_tst12,68290066,24907035,a489fc64e7ab8cb9452f4dc93391b7f2d8cac83a
bhop_myztek_tst5,64661810,23761731,2e3474f640e5abe410203ca4c9446290d6afb523
bhop_nobody,2728723,667040,efb041fdddc6a8f83856b45643193df740e82e90
bhop_overgrown_beta1,34738128,15953952,f8ce501aa2d1af5365c389d9875ad379a9cf9c55
bhop_pianokeys,572832,85032,b00bc27eccbad20b989e04a53a6a74aad54a9d6d
bhop_pizda_glazam,121126628,57740535,0652b3e93239515cab8cb440ff40e2624f5e31eb
bhop_poseidon_beta,59764988,41170253,c7229471ceb589876f5496deeb2469d480255c19
bhop_qtpzerohopsgiven_css,22126192,11947120,a59c7b8fac26c52db092be2b3d9898eb10abf956
bhop_rdk_13,6812223,1773679,2ecc7cebce9cd8e20a33907b375e6cd718b23bd1
bhop_relinquished_beta25,94587332,73555385,dd5918f70040410aa79e7df35de6b4f6f62839ea
bhop_rift,14451636,2665796,53c6966f8cd6ca65081721fe96d1167e2b279a42
bhop_splrez,15083849,7115998,b6c582deae3add5894f966a120a3af2e89e8a863
bhop_stockade,11977328,4639411,257613a26140659b33ca3e1c82f72eb29825de20
bhop_suitsuke_night,59584788,24618029,0df429e6a8904933f6e87cb68953cdab0bb1018f
bhop_tedious,553908,111860,7cb632bb582233da2f6ece536175a7a0e0cde47e
bhop_the_distance-a,32854530,16039597,8521257ea11311ac609998ab03c5ad703bcb15bc
bhop_the_journey_lyned6,226539501,95045787,3cab4c49737d682dfb0a564efcf2da87c315e0cb
bhop_theendofabeautifulera,98192019,32993602,dbca1f1e0774a3a38cbb3274f10b65990ced15cf
bhop_toon,1704435,441920,ae35471d5ad405ac0798a5f6fa023217ad30d8bb
bhop_trfy_test,26173956,6014250,e05eb95ac0e50997df96cc8c304875e65d234e37
bhop_tweek_v1,203668,27203,a029d9c121ba0738c7d53b31409a1486cc183019
bhop_w1s1,11890256,3671318,e78625e448488aaed35e49cc73d28ef09c9a88d6
bhop_whaaat,18267711,9011583,bacc84d6b07cf0ccc8f0d0a8fa559768a0231cfb
bhop_whenstoned6,8386988,4715173,b4e9da09e1512dc60b85d10e1ec8bd17d4f13255
bhop_xd,3220965,772778,0811e84f4108b4eab74a47ba69dd75e27bc97e26
bhop_xd1,43205991,13977949,b72caeeabf028c4bd67d633628ad6ded20ff0efa
kz_bhop_never,6576611,1121534,9299b7f437e4d368fc284bade36f67c1d51b08eb
kz_bhop_never2,6576635,1123924,0fec48eb8ba209dddd1cddef8f5b5001dfd812f2
kz_bhop_tradewinds,275336507,143890526,7f38c9183bb9130cc8d47fb3491d64d02b2d5552
kz_bhop_tradewinds2,339259462,228565776,9f55bc6535ec8dc0d62d5f94b98f0c47bfd7f70d
