mapname,filesize,filesize_bz2,sha1,note
ad_egon_world_40,25079052,6254325,0bb07ab925aab77392475010ad43729c47e8acb1,
ad_egon_world_41,25105172,6272177,56c42c97609abc689d01816339f40e03a4982214,
ad_egon_world_fga,22187595,7856958,84ebf64db6371da3ca1dc5410a2432a5a516d45a,
as_oilrig_source,14955112,5438366,24937bd085d879029a97de6f7eb98cf277ec92b1,
bhop_discovery,93304781,26068072,759559dfa09cf1e4c7d957f7c1d919e8494dcf5c,
cs_assault_hslan_dawn,9780268,3063433,4d2c87bd670e0a3964b04aa0015a29e3a48e7b4c,
cs_boucherit,9195548,3879497,0ec0a30d7638f9c6b7162531a2c6dd61548344ff,
cs_boucherit_fga,10594869,3992371,bdb1aeb8aa2e818781a7594b8c277cffca8c88e9,
cs_chickenrun3,12617245,4268230,755f19052ae6b5c0e380db70c3fd61eadc849871,
cs_crystal_lake_fga,88881516,40982699,f4cfdc4dab15e1310af4fdc5967c96901e7ff9d7,
cs_exoginos,6661034,2328872,06a1245855f0b3bafbeba3b1b6651c91a4152125,
cs_italy_blitz_b2,6093404,2796100,0717c082f2f925ea2a7345dd0edac3ed94229369,
cs_italy_tactik,10702372,4806881,6148a38f707d8bbf86da6fe013f5e65f679f2ce9,
cs_office07_fga,18858736,2614986,a4220befaf0fc5c20e73daf5afc62a457c865e87,
cs_office_xmasparty1_fga,51172248,20622746,b6ebf26c4003d16a88dd40655b51e65f27d8cf78,
cs_office_xmasparty_fga,52568061,20996787,bd473dbe2e9a57d28d51618d1d316c9f37975d7f,
cs_tubbnek,8089835,3023155,bca64115218740dc23ee40492d4b2b741d121b96,
de_67atlantic,9354342,3514205,ac8c18d92408b18503b0df5a3a4edff1f940337f,
de_67atlantic2,9628413,3631005,9c1005a6daa3faa85f3fac01173a618b0f64760e,
de_747_40,78755926,33725061,6c83a82e4546bce50cb534572af0dee0c105e9d4,
de_abbeez,8550094,3367001,e2220d9030d3fd6cdad298b5bb09bd4f2bc1de66,
de_area_63,11204022,4032963,edacbd56e875abcad5ff72357022138678ea616a,
de_bedzin,12273347,5354337,207cc8c40d14ccf05e27d58eeb0f217f183beabc,
de_briques2,7299637,3025966,106201f5830f9278bfbd1e5ccd33f4bb0be78cdd,
de_bw_eastwood_fga,5274537,1466629,8b1478c97a4f985ae2947ae5cd4b251bc9ea8321,
de_callisto_arena,3483629,1259584,371ced2a69a66f439fa03ea6de2c5b6b00ef051f,
de_castled,15068407,6153351,9bb3b2699190708e9c7b7c024b4127eb87dc0fb4,
de_crane_40,23848376,7919274,c7932f391e42275e1f4ceac3e527c2c99d5e4c57,
de_duhex3,13451817,2159080,a62c6a10497235e014b46115e61f033a29bf4065,
de_dust2_inv,13861494,4434300,8db09f780f18bf925187902b6f32f193e63b1651,
de_dust2_snow_winter_v2,12323556,4416816,9fd17c82916c46e3853d76ed15b9eb3226d05d89,
de_dustanesi_fga,13198240,5174027,46942c6c47c9261e19c184b1bc071742b9e215cf,
de_dustcombonight,34539258,10588677,c4dbe4a1e9293f13faabcc3434e29ce1cc553d1c,
de_eastland,9818803,3182441,3a13f82dc6768d0b36612b22ced2aa539de4e1c0,
de_egon_world_41,27083096,6891732,d961c7393a1855235a1496915b30154dd64238d6,
de_egypt,28616519,13841483,5dd46331f9e8eb22b4bae690cecf399ef2b66ccf,
de_fga_hq,20939637,11626630,cf95f40217450795f4b880100a170381a1cb62c2,
de_fga_hq_2,21410592,11905858,15f083b6ac19628eca4ac864e5ad644fb8a48006,
de_gasoline_40,72064637,26434211,299dbd1bc760acbe103f8f31bea192859b5d54dc,
de_greene_alpha05,18909092,8922337,360800dbefeccdc71d0f01d6515ed851dae0ad45,
de_hiekkalat_fga,6181372,2513198,084738df1d0b93c8de30f31165a0181d00de3f4c,
de_hiekka_v2,17293916,7916933,305a6318caf93eb63ff9e55479f8e12cac6b2cb8,
de_inferno_l33t_final,22319991,7698914,9d5df043650d64853f2a76a213456e264892e215,
de_inkas,7996492,2261776,f0c54bbbf2ef3e4ea3bf38467c64bebaf19b096a,
de_karachi_40,52401793,24363142,f7303660a612337193f17f249f8b1572f5466f19,
de_livehouse_fga,32688294,11252220,5fa6f04b88a5741081edab2b6ff4ff652c7502e0,
de_losttemple_fga,24089323,12560269,7630947e30edf71e5fedc8b6c7f038df455299a5,
de_losttemple_pro_rev2,20705900,11834157,3386e7f608776d2a83dd26b6a4dd3cac6e4e496d,
de_manarola,10419062,3916562,7405e20d7ae77e0d9ee0ec4cd20e83a151c0db97,
de_marauder_d,22737643,7998243,ee430a465e85b109f868f8bbb04a9568e9cfa426,
de_marauder_fga,18293764,6237105,7f3e89638e3ee800f7e81cf1e3678210ca2be644,
de_melvaunt,8519186,4093845,a2cce887b9f51d63be386316272e66388914d0e5,
de_metaxenor,12721894,5516428,d31ce4d7de1a2a7b90dbb84091271911317e9f42,
de_morning,20793526,7530542,8814444b2f796b558053c189edd73d802cd1b43f,
de_mushcorp,25374275,6743130,ffa28d473e71374c98f1baf5de18153813450a6d,
de_nighthawk_fga,32068476,11764879,b3da3daad5cadbedf151e0f5cdaa246d46bdf323,
de_nightrush,100783167,34726249,073d33a7c0b4d58567cd882a86e9f0d4123c1f41,
de_np2019,13859224,4255306,cb4789e03bb92e09778335d0b9c3f7e69833ea4d,
de_np2019b,13867203,4256983,f0fa528a1266fc7542099845f0450b4c86374e1e,
de_oldtown_40,24278755,6878984,edb2c29f625566979b155e07fe7a14bf52774a37,
de_oldtown_40_fga,21311398,5481463,508bc26ea7d9f0c3f0993c530f12cebbf7651b49,
de_oldtown_40_fgaz,23074451,5786862,bba50a1990da67d420bcf7cb5c827b7c933d230f,
de_outpost33,5262683,1992271,5bcc2c8e19d8fd1ac88bc0871bd8c9be78d49fb6,
de_pasdequartier1_ukcs_b1,10518237,3071347,91306b88d3ddd8133529defc98475ec86c661cc2,
de_phoenix_steel_40,16943399,5830427,11aea72d57fc5568b208fe15bca7fcf514c142bc,
de_piranesi_x2,16798232,5886111,94245efabd6240d2a758966a7455ecf529bd825a,
de_piranesi_x3,20307930,6651667,a48ceb66dc7e97c5a91cff0826ff6801b8406a53,
de_pyramid_css_d,6131979,2379884,4741485c1e601c960ed86265d11b47c51b452624,
de_railed_fga,17990008,5596172,6d9b38391e18502bf4dd330c2ddbd3a4985572bb,
de_russka_42,17870734,9494204,796ca709bbb88f330c54e992a91f35799edc6387,
de_sandhogs_fga,5573155,2083126,826089fe29e41452b01715f4642f8773838e1927,
de_secretcamp_fga1,40137045,15182184,2153cd6938ff99cc78c16d9618367f6f20fc400d,
de_sidewalk_el,16150907,5458199,315d9a5b51575f5a7e68c929f30b955327c60531,
de_silica_cfs,9689291,3504604,2caf5003509735bb78006e65865fef42d21cb8d2,
de_simply4,4686330,1552237,8e20f370d96bbd91141361367b241dcc14c94f43,
de_simpsons_dust2,5298226,1639260,b41ff48438a362e022214b0a63866dc41aa45511,
de_snowcapped_32,32412068,14630607,abf954a5eb2b72a289fbf771e02a2255ed7f33d5,
de_storm_cfs,7849749,3347085,bc56c5b79ee0ca689b53928cc72a019b776020b8,
de_stovar,8863016,3414918,b504e200ec5bdadef86bfa386058f26490793028,
de_survivor_css_fga,44424461,22230857,070e96a4f2cd86c4b884615c8c49a889455d6c40,
de_tehdas_fga,19690196,9071474,5e836f791b8037c55f368d4da78b1f3e2202362e,
de_train_fga_v5,14620856,4066619,94cc1f3955e942741cb222cfa4367f9c31fd03c0,
