mapname,filesize,filesize_bz2,sha1
00_arena,4087756,1412584,faa8f1f3146f36cbc3c9bf70de474d2499a9501b
2boosterspeedtest2,188956,10866,8f37d90d1aa29b9dc39d5a70237f8a0577d840e4
aim_1on1,95428,33820,00e9fe292b96c1683b5d264fb6dd5cad759b5297
aim_2on2,264376,90670,9e63ea31f2aa54c671b852e9f073c54699d5f202
aim_3on3,373816,132259,99447aeaa145fde302480a694a763c4036383953
aim_ag_saf,484044,209497,ff4ef4dc15d011a35696ba09d5da7ca90e730e74
anti_prespeed_trigger,135384,8755,7eb311b8fbf4f2fe548206846907267e4e7def82
batavier_packed,159404993,75871258,59e79b345bc926fcf1c7b3249b71f0b3f418b03d
bh_aztec_d_x8,262144,85075,5453c3c324cf6f4ff28104a6836b5caf6953bf72
bhop_bfur_rng,13654726,3994274,c2b31607466a4c5bd38a0061797fb92913a5bba6
bhop_braixen,72690092,10239583,1c2e4d9cd19416bc6ea1584714b1fa55654f55b4
bhop_colortunnel_v3,35858419,28477913,4642fd07c62f61fa945bc56f1fc0406231bdf0fa
bhop_crappychristmas2,59431692,30436101,59a8c6c29083f291cabafc1b20707da6f2612dbd
bhop_crappychristmas2,60661596,30605070,dcbfe090c9977da965eea79102b6f3f7a37ec256
bhop_crappychristmas2_alphaX+1,31971752,11864340,bd8d1cdbfe2c9924453477915595c119ca8be021
bhop_crappychristmas2_alphaX,69111316,25813468,2eb756fd3007f7c73159ca1a9f625ef4e22b431c
bhop_dilaudid,52980941,13557800,d156a7b19fccb41d1b05010847105ae4d557c009
bhop_fly_syzygy,76886748,45217697,31b7c2cf86d1db44bcc52c4a222d29bdbbc419a4
bhop_gay,431304,37715,de65bf2293b561d91c7360017195286131c58a05
bhop_holographic_highway,104097036,36438551,1cf7c3eac31fe3639bb786b462a0dd00953d55a6
bhop_impermanence,107057014,44409593,14b9af4514b4202352b845dea7b4abdd8f8b840d
bhop_kitsune,36673345,13450216,fd40c5e87ff370114d30b1317b7118e0db75aa63
bhop_lethargic,69135324,22007905,408c168b2273ca998cf0874f8d4ad3348bf5da2b
bhop_luvinox,46336410,14320253,256d873bb01503a4a04cacd662b8dd47446028db
bhop_masyunya,59696743,10780030,547341dd36deaa83d0c52c46d120c0f4561abb88
bhop_mediumeffort_fix,29167712,862574,ac630260f6325f1837aa62e608aa4a09b93db601
bhop_sketchy_t,17539696,5206691,ab0c4c2d910ceda3e2d2e5fbb21a3d4644751737
bhop_souper,13740608,554968,d968d0863d147ccfc3b138f78519ae8536aa76a0
bhop_thepack,53796860,10758844,ed675a8ef13489def52590f38d07695d24c9963c
bhop_thepack,53807480,14896836,b37f3677fb85e5014777105a6cfb598c0775edee
bhop_weedcat,55591386,10760357,80a94d44defe9478c5af82ff4372b723000b6ac8
boosterspeedtest,170488,14443,0342d073ede17821ab0e7e2bd37ad76825892f6a
boosterspeedtest2,217400,22142,00eccd66be7839e3abad26c09c5132ae0b4d0ae2
ddr_caramel_b1,95256936,40689611,b531d886952bb87500beccea858198683d3021d3
es_crash,13741604,5120189,1317ff1155caf4d29c6a755786629144a30e8bcb
gg_block9,10844064,3896437,6e073f133bcace3ff7dc3e49c25945d6654ae370
gg_xlighty,8955192,3159998,951feb156b57459fc17ab4ccad8f61786cd3f24e
modelpackthing,2543994,1383675,6e5db91943fe7ae2ef047cb4dc24aa16dbd277b1
quakethings,1214296,215422,400231a5e20836886f90b78d935d49fb3a9ce5db
surf_conflux,103075271,24195219,3fc2f8fddb14e0f52d82be6bbd186aefd5202db2
surf_gary_barlow,87444517,33002791,b2eb16bd6f28ff2d43261ab4ee0786be526e32c5
surf_listless_ksf,27441816,27421318,4e06ef832b95f7091871f6f3aad3629c6ca11244
surf_listless_ksf,27442634,27423215,da662b99daa0e76ed5de9a8b8d1e3faaf4b8c85c
surf_ninja_css_beta8,12933045,1893596,6c07f65b67e1dbd4b055ed3c943be8767b639ed5
surf_prismatic_ksf,109404520,51871094,8bd56711c9aba8c9f9701c122fce8686bb9880a7
surf_rewind,107406067,107359814,ea0696785444dbe96fedb85bf2f0af233c58a868
surf_Soothing,41335891,15404815,ae4ce5d1f3e8ad5d3b399769d450399d1d569821
surf_tensor,21539542,21542497,2e6cfdd88707788bc2a4e253e8dc943edaeba13b
surf_tensor2,33467783,33390574,ca714648ed24d93a782ec11eb68da3d11496a188
trikz_laele,203284616,94018355,adbdaec6704a873f893a62161257bb947471c96e
trikz_mesh,183437636,84750483,5c6cba4cb99fc668f0e36be165b165351b0d5681
trikz_mesh_fix,183431675,84708374,0e08922523711cbaf141c7b2719ac4fd5b58a195
xc_bhop_source,1557000,528293,367a9c5ff32e778d418da9266b533e1abe2344fa
xc_medium_v2,3816660,1437899,a399b91cd1e32b58996b2c2ef371868df89bf161
xc_temple,63225847,24113716,733daefa427febbe466d543348b3e66a5762aad9
ze_best_korea_css2,87954211,87992952,3c777f26357e1d7e3a4ba3155c8d461d59dd9017
zm_an_omi_facility,6584756,2551888,5c2ae4d29094a58a7e884644d63bc7190d407dcf
zm_an_zombiebeach_hallow,11915776,4383534,9eb8862c0978b4e11ed4c46b003209c6baa1e923
