mapname,filesize,filesize_bz2,sha1
bhop_Global,3130464,1101592,191f342b519be52e4f455012be5444d3e4a6d954
bhop_aimer,151082056,94670390,6be68e6b40b5a1d8560b0687015063c6ba929290
buses_from_hell_fixed,2531380,716448,6dc45740b903c98f455167d364d98be4e48f9472
mg_100traps_v3,53365244,35585203,d068c6c868ba0f3bafa7a9517513d96b74722c91
mg_rota_derp_v1_1,4849664,2155165,6e9b1e3d3107c2e971fdab888b80d9b8c1fd12c4
nippers_opus,30199016,13883006,436e7d912051325ba3187364f47426bdd184c9fd
surf_10x_final,15962572,1344941,05db779a1fb27fc43c15c2fb13beac61b875cb70
surf_10x_reloaded,2946499,956644,8fc36c2ace5e84fe8fdecde6ebf64c43aa50e9e3
surf_110b_austinpowers,11209156,3464888,3d1539c788d36df4c11f4f82a8867ae7b9712c48
surf_Asgard_v1,53067920,33376103,f3a1daf98be5402065b5dc05905c0f9215304200
surf_Ski_2_Orange_v1,32112659,25909315,b4d22d73af1bd0acd2c2ebd9e6e8df7790018df4
surf_Star_Destroyer_Lite,56295694,20840904,0d2ebe5ea9d9005a8a1fac1ef26517f48f45cd6e
surf_abhorrence,5624988,1370433,cb6a1dccd3bdfc6e4de393accd6b3853a36ab80e
surf_ag_texture_final,23938036,2902250,8bee08448e2188203db00e45117455d433a939b1
surf_aim_akcolt,4802532,280128,05396b7e07f1368f0abe7e0d181fed24f217c771
surf_akai_f1n4l,21127624,8961045,fc680e3d0d8c7582122980b577ed07d33e7b502c
surf_akai_final,21901376,9348101,5a8608068b49cc41abe48e5c6c7e3c1f932bc635
surf_bigramp_v2a,8783228,1408810,9fd507ffa4affa93d6580a2b58ec2f9e918ec34d
surf_blockfort_r17,34236159,15826545,a86b6f0f450588fb6cf279b3a75114baa0b2a615
surf_blockfort_r18,34243058,15830976,1b8b39ef2823b26b003652be4cbec22a9824e473
surf_blockfort_r20,34782498,15890625,5550d3a4ac62b21c98befdc05560e516af7d5d8f
surf_blockfort_r21,34782308,15892836,4e1bbcf57381a6177557f25e3cac90a3137c1f85
surf_buck-around,21274287,6389363,f85cd0e10ac728c03ebae3670da89f4904b9bbb0
surf_buck-ed_up,11709207,3537135,de87570e53f6759a8904b44d872a85c17d7f1758
surf_buck-fever,11587765,3658279,47cd1c6be1434641b477570e67de017caad4d2f9
surf_buck-wild,17352219,5517365,4fd6d3e12a90dbeea003beabfeab412482b85436
surf_crossroads,5956152,1254319,e65618998719b6cc48f1e5c303034c6bdaeb4fab
