mapname,filesize,filesize_bz2,sha1,note
asd,13218712,224657,b84df97efb8454d5083832f93e8cf1856686668b,
bhop_ambiguity,58821149,12712096,39d4d26b761b97dd2d253ed1489010facdb9cfcc,
bhop_ambiguitybetabitchplaytest3,58646031,12650561,01e20835c096f08b863354e2f51ce7f3e74124b7,
bhop_ambiguityplaytest2,58691397,12657025,5860aa78cc2a3f75d5797bc43f4ec2c4bcd69842,
bhop_crappychristmas_b,22090252,9513969,2dd7311acf473d8104a2a74d653f860dd6d37c47,
bhop_goodmapgreatjob_alpha,15462544,7108139,67ac11c73e63ee74e23195c46f7c5b92e903d7e8,
bhop_goodmapgreatjob_alpha3,23735268,9785575,440571c615e1cec660129ba85782eee13d5674d1,
bhop_goodmapgreatjob_alpha5,24317372,11578629,27fbddcea7c3c093e9ad4857cfbe3031a358580a,
bhop_helvete2_redux_beta,70024274,24371399,cb32d77ab435fbae95d8babf2180762d75752c0b,
bhop_idal_b2,6823500,3300816,5391a1dfdb0efc399950ee851dfc67c02172df2e,
bhop_idal_b3,40869832,18163289,a6fa0609853039ee825965c1f270193a3f73d3d5,
bhop_idal_beta,27102108,11833681,fa021d91d3ac8f904abe03e5b645ede3e1f563d4,
bhop_slate_test3,47806068,15509712,34330ef07b4806a2f2f3af32b9e755d497bbcc52,
bhop_vixen,31295423,25150680,f6718ee22c031ce5dc6574b7294cbe47cdeef1de,
bhop_vixen_b1,31340815,25141922,fad384c5624af6684bc12e948992127603a8d702,
kkmaptest1,2711926,996584,d5a1d40a3e154b7f8655e3492cf34918b880be18,
teststuffonthismap,889196,270492,56611fb685869cd4a49b8361eafab4e08ae09d7f,
vodkabonus_adeleteafter,571400,78970,69381a50af369520b7ed65d69cb3074c4916fcac,
ziggurat_alpha_1,8299200,143528,d907f71e234c3f0be845c31db7701265f8f6faa0,
surf_autosave,60261959,60154566,f9d94f673e82903ba9aa2201b1bc168c86149deb,sent by cynthia
surf_vestige,92913452,38488853,3c7932831dc57393f88d91c766a52fbf1ffac7ed,sent by cynthia
surf_anubis,24554302,24633180,85ca89937528e8cca4bc47d218334553be36b314,sent by cynthia and used for 100t and surf_anubis_ksf is used for 66t because of stage2 being impossible
surf_hotwheels,156258205,52310255,8d5c6949b3c79f217fd080c332f9e92d5b281195,sent by cynthia (a non _fix version)
