mapname,filesize,filesize_bz2,sha1
ZE_FFVII_Junon_B001,9021368,3861911,3b0dbe178fb7692de357a20505438a7e4040f395
ze_BALU_a1,47085306,32715305,21f095fdd29290ca39fc233240ab988fd7f45794
ze_Blackmesa_lambda,11783907,2146690,f924a6779142fde65ee85192aaea4c0f242405aa
ze_DOOM_v1_1,65469639,32655030,79b1b1c28aeda60322ce1289f21abb9a36329b0b
ze_ELEVATOR_escape,44169448,15599308,3582ebda0a5c4d0288f8e8c6bb8401ddf67959b1
ze_Escape_Stroggos_b4,73628554,30367401,64f953e8ec4bc71f791a29d06acadaa01f839b51
ze_FireWaLL_lab_epidemic_v1a,53141113,21659627,f543d47643d737d825573ecc8859458cb163ccb9
ze_FireWaLL_laboratory_part1_3,55153155,22780104,4acb316fcbf6fc118f8d430861c28aa148ffafbb
ze_FireWaLL_laboratory_part2_3,30478461,12810078,b6b7f4e2893f7d5dea4e90d8580ca9d85284cde9
ze_Flying_World_v2,46527980,25720919,7dba7fe9f709368223e0bef4b3bf698998a0a241
ze_Genso_Of_Last_b2,146970924,81434097,677b3957c3c8019e2a4e24a33031af4f005c497e
ze_Genso_Of_Last_v1_2,182065760,84719149,a0c2db99386ca17682213c7c88e34f0667d0c237
ze_Genso_Of_Last_v2_0,223095252,129808355,83604b3ac501f97502961c322d58c88b0eede062
ze_Get_To_The_Chopper_fix17,28544852,3455736,fc5c6588495e9b30c9171bb9304299e7021571f4
ze_GoT_The_North_b4,181846012,97196927,e6d1632cf69adb8f08606ac36c166a2183131533
ze_Holmes_Escape_pf_2014c,120635073,59199422,6aa3bea4cdd2e38cbe442f31ffe91f75999ab9e7
ze_Inboxed_v1_5,120690329,55122493,247a12df8e490e120fa41e00c80d2340a8c983a9
ze_Infected_Sewers_v6_5,172365429,93374258,ddd4503ad79b298ac159fcdcb536598cde2f87d8
ze_JungleEscape_b3_6,78601302,40281657,6817f451d11f69d7c115ab9f6d4fb2c41968244e
ze_JurassicPark_Escape_v1,39246415,15445488,4e8b245dd5dc565f6b9f3e1639c1c53f6472598e
ze_Jurassic_Park_Story_v1,128379196,50978959,0cd464f75868d6e847a6f20e1c65bdb119524893
ze_MGS_DisposalFacility_B2_1,31580741,10712972,5f432b84aaafbf6df4af19c0d0320757d7d59ba9
ze_backrooms_v1_0,67126040,67237532,b42b38948d472fbf729246cef99feb071f051729
ze_barrage_v1,147354680,61734406,967c752b9d0600ee99026ebd06c9dfa3f017b3f2
ze_bathroom_v2_5s,132483474,77964013,abc9899f58236718a7bacff51a2a364a34c01472
ze_beachescape_camper_lamper_css1,38807437,38547980,cf641fed20d19e194054faa245eca9a672b530bc
ze_bhop_facility_final_1,103483704,75553801,2ba9be89db683bdd46b7532bf487ff6ca8d3c7e4
ze_biohazard2_rpd_v4e_004,100483764,38353758,491304d21280964e13d3e74b7659c39f56d213c8
ze_biohazard2_sewer_v4c,106058748,53734392,5e382849e00edd28008b89c69cd18ab8e5e4b58b
ze_biohazard2_sewer_v4c_fix_3,106058177,53737373,dc6e8f62aa72bcac944c160c804361870f8aa077
ze_biohazard3_nemesis_b5_2s,127085258,126376169,b68fcc48797f9d78e4ecabcb35fb2f2b43f3bde1
ze_biohazard3_nemesis_b5_2s0,127080945,126326110,6f30544714a3f56c3c527a5a62df7cff590dab3c
ze_biohazard_manor_v4a_004,208746255,79505862,a7c552c8220d65896b420250ba3ca08048a05617
ze_biohazard_v2b_004,35616459,17225293,b3e3b1672de9d71900f0fdd87c21f399d0e7fd3e
ze_bioshock_v6_3,253559984,133254733,a9a4b3abe58ec9042cb8e4e99b2d152f62cd911e
ze_bioshock_v7,359856056,183762118,b00d9d1ca7ff03b9329b08d909c96e0fbdec3b7b
ze_bioshock_v7_1,359901528,183486198,ca90b2b0beb6dced148481f1145e90bd1a842155
ze_bisounours_party_v1_1,73259312,39279217,5723106646b17a731dfc63a0c3719eca1ac9476f
ze_blackmesa_escape_final,20708781,11197074,c447f44e76c7fe8a4d495e9cfdb100b0b1ab7241
ze_blackmesa_remix_v3_6,78818941,51205567,b39fc6409a2e40a3f7b48fc7b655b5a9fd4dee6c
ze_bms_hl1,41068349,13139163,fc10497935c38ee943243d162e7441ca8568c73b
ze_boacceho_p4s,15740760,5661546,658e9e9549452a95743ea46baaab47e1d729c478
ze_boat_escape_7_b1,6497744,1592198,4e73c34cb333f7571df647ded4f204e425a5ad78
ze_boat_escape_jenz_v2_2fix,109554382,69540002,16c3353c831239362d0205dc2ee370910ed0b99d
ze_boatescape101_v2_1,8566176,3176676,42cf0c2a0326898e99643c011bb00a6b54493f93
ze_boatescape_s_ng,10328295,3495581,6667cca852f753dd662e8dcd707becd96ca1afef
ze_boredom_v543656,154436082,90343394,dd9281bfc90831163d91e53977f7fa40fc5e76c5
ze_bowser_in_the_fire_sea_v1e,48221690,43187067,4721760d65311ae8728afc05021f232cf16aac7e
ze_bp_infested_prison_b1a,36021055,23240127,28f8baddb9316862b2e0c585b668ab921ab3cd96
ze_breakable_v1_8,34219504,17643380,f4d9992f7fb505a58b0bc010a00e287430e269a6
ze_canal_escape,11899628,2924323,3e4938a4037e3add51608b331dd0c7b28f99b2e9
ze_cancer_gopnik_escape_v8s,100629729,39309929,d432b7e4a8707981645256bcc17acc75fdeab677
ze_candy_star_a2,28516376,18235261,26028e18fe483888a184c3d6a36780fc076f7a85
ze_candy_star_a3,32641440,19486250,5b65ae6e3f7012efa1568a374664771ac2dc55b0
ze_castle_escape_a2,36919226,36992970,b230171a8e3247b35b1ffc5bb6f50ddaea7b17e3
ze_castlevania_64_v1,43551732,23462711,7f73f32514cad0343a06c9f0a2a173323199d5f2
ze_castlevania_64_v1_1,43790664,23657208,ede9a988e19c97348c003111a820cc1bf304df10
ze_castlevania_64_v1_2,44253528,23816618,007adacd370f261055c64f40e05b30338ad2aa6c
ze_castlevania_64_v1_3_b1,203855348,78116648,7a796cfecb2fb72de7519a4781443a867878326a
ze_castlevania_64_v1_3_b2,204527816,78487623,ead03c6874556f9436a4b3dee76d4294b49b71ab
ze_castlevania_v1_3,265819809,140123906,be4000060bcf11acdb13b713a5aff284572eb5cb
ze_ccc_floator_mislands_v2s,97238685,46361299,28680b47a5db6c06c41355fac149a71032319770
ze_chandrila_a005,31144526,31252635,f16a5b40ccc396e8b9e8478240ae63130657e3dc
ze_chandrila_a016fix,36872131,36995125,3deb2b3d1d5c85281455ab83214c572193d6c5b0
ze_chandrila_st1_fix,44098899,44248208,5fcced3608dca1989b6041dbbaa3ffc6c49a0ef1
ze_chandrila_v022,41201870,41322684,81af677f2d8c5dc986d4e1c5d6ac1fb4aef6c35a
ze_chandrila_v025a,45209349,45315944,eed02538192a71b5015cb4c4a200cdbe60c825bf
ze_chandrila_v1_perftest_04,154439163,154883170,886387e8fb6526163deb2785da9d7236a45e0d2b
ze_chandrila_v1_perftest_05,168137208,168633128,5dfabe93f8ae58f738ea07e72ae22e078ac60b77
ze_chandrila_v1_perftest_05_fix,162512525,163025909,0c8bd69c1bae9b6ff344ec017ff379e51d1d0c2e
ze_chicken_lords_tower_b2,7543545,1502056,ee055d837b7a251dceb5df19307fcfad45e7a316
ze_chicken_lords_tower_b2mix5,22213364,9019206,3f6ee5997b87c186912bf78353410a11e65383ca
ze_chicken_ranch_v2_1s,320398458,139768444,e7496bfcaa5b302d21c32ca998f40679ed487337
ze_christmas_beta3f,122076138,47724385,f76d37f3f7dd964d11061f100adf5616b45cc4a8
ze_christmas_infection_v2_3,144551595,98229620,792c606c80655efb807fb969ae7598c61151041f
ze_chroma_v0_4,82090870,44805815,3c75f908af4ce2cc71195c8e7186754d5bca737e
ze_chroma_v0_5,98132329,57736971,6cdabf2565b2eee19bd3253fc0c99c31e9326973
ze_chroma_v0_6,98605374,57778814,a899e6f62f5838fd9e9b909cdb64785a9a178f20
ze_chronus_a1s,63094975,62761939,41660d2555ab938a4cd4e3d2a8675a8cdff2831f
ze_citadel_episodic_escape_v04,151169151,68511551,3868850e7756682e8a4e0e9d7dce9f1fbbeef382
ze_city_b3,20904260,12174080,959a278135aa776d269f0d5184d1ded6bd1ef41d
ze_collab_ware_a3,116075440,49013647,ec52f0a07eb5ddce4796b11ebdbe90354a259837
ze_collab_ware_a5_1,106982400,52334060,c5b9c0676df55cde15a960530fc469494be04878
ze_collab_ware_a5_2,134722104,60041887,a00b86d0cb111a3dee4edb99f99ab6cc05e3897e
ze_collab_ware_a5_3,139389544,61536339,8e659d919c29505b2fda5c44dcc299c259623c51
ze_collab_ware_a5_4,184090428,80914973,2c35e50991ddeb53be35b32f49a21b44b092fa41
ze_collab_ware_a5_8,232197208,105889540,fd997560ce37280aaf8ed7083071c5d55a87c1d6
ze_colorlicouspilar_fix,31800020,12875882,bcbd876ce4aa8b14d9c9bbe2393792bbdb737415
ze_colors_v1,153448052,32235592,a4276a210d7e7fbdecc5a481ed7eaf9545af5439
ze_corrup_beta3,50524920,34199438,f35908605d2fd43aca5d26f8291d8fd3a0050538
ze_corrup_r1,51320184,34305679,545bc6254a8d0dcb5e3a045e42f82bb9fe57bb2e
ze_corrup_rc,50902306,34332228,e40c9f0a5437fe8639bd71ed81b6e434d8502775
ze_crashbandicoot_v1fix,114753403,58167832,217548a137bfc091e63dc2d47e907a811b16e2b8
ze_crazy_escape_css,142593067,86524176,d9c97782e875e6cb8f27d2254e41ecd9b2c740b9
ze_crazy_escape_css2,147600111,88249380,5f25c0efdf094e6b0007ab00762dc910b06740bd
ze_crypt_v1_4s,112851135,68786779,20b1e24690c2a906621741715c1179ddb5302529
ze_cubeworld_v1_0,62544812,2163644,a938b04147fe94efad0ecead8a697e703c85d6a1
ze_cursed_ruins_v2s,119944559,66556593,43ab8662a588380c27264009cf26c0a2631e5f10
ze_cyber_plague_2_0,18645327,9497879,6f3ae6ffbbbd95b607d164fe9b16cdda63ba686a
ze_cyberderp_v1_4,92498627,62289989,bdebc0437c01f0d04dd4cca4abd4b1890e7a5957
ze_cyberia_css1,167916724,80072926,ad4178dc42fd106a802d82c7f5cc9741774fff3e
ze_czs_cpu_ctrl286_ep1_v3,42498722,13703109,2f1e87334a76ea93368cde6e019f3b62e4338a2d
ze_dangerous_waters_v1a,34982565,24574145,3ed50b8abfb487bf87610acfa85ffe1a42648753
ze_dark_souls_ptd_v0_4,329826898,166196933,758be937a08561623bada33c2dc7793705325306
ze_dawnhold_v1,57293092,27247931,5d186f3c9b2fc4027e2325a905c6d8d279b3eddb
ze_deadcore_s6,45515240,45212281,329815f3e3cde35d37e22a8c3b93f9b283d77837
ze_deadcore_s7,59762852,59642439,2dc072138c46cb677f1663bf34d9156375dfb1b8
ze_death_star_escape_v4_3,52982254,22212265,16bfaff0ffad01875056204e0e433928bfb4326d
ze_decadence_s2,215907969,156371977,6c47f2ab047f82828406769ae50878674c3aee79
ze_deepice_v8,39631951,17382699,f106dbbbfcf8010abddf94221ea7b00c69ef65d0
ze_defense3002_ep_fix2,22198448,15330162,8dba26dd6c5eca4a4d0adfc77888396527fa3153
ze_delta_escape_final,6644004,2084379,7582f92d8832ebd0c5bc571a60df72edaa5cdce2
ze_demo_ten_keys_v1fix,30863981,18596333,d68c290a1e0dffd58b7ce21caf103ecf9e10db23
ze_derpescape_itstime,111011753,76455552,9034d14e51e83fe74a8c29541a2d306120175948
ze_derpihold_a3,21628979,17390747,ae747b869e3a0ebe2a096448c2f79dd1a15e129f
ze_descent_into_cerberon_s1,75064973,75075313,0471c49ca90e42d24903101afbb93e60e3a5cade
ze_destruction_of_exorath_re3,157891517,87120624,a9847d2ddd9d4f41e4ac9f7a2031497e1078c160
ze_destruction_of_exorath_v3_5,155921692,102819052,8e8302ab6f7310951d64874f46f365fafa4a5778
ze_dev_r3,85477508,58657712,24454b044679b65f845f70c6ab3c9c7ada11a63c
ze_dev_r4a,84913412,58962245,3db10595b079a4b2e91778c5a280455b5d3035dd
ze_djinn_a1,126694880,71547537,0db63defa817c65f32252d33a81230c10a157abd
ze_djinn_v1,129403716,74711907,9353273d270796095f4bee094362f93b32fd2587
ze_doom3_v1,263377969,145513019,5b9b2b6d4b594f0e62fd986eb960b29fadbc21fc
ze_doom_a3,48558262,18307292,2bf00d9bf25aaff8810d4a64a8d4b0fb7d0bb220
ze_doom_escape_v3_2,51991335,23780412,14b5825068b7e6a51fb1fb53ae85d57c93c6be96
ze_doorhug_and_solo_v6_2,145773288,80469643,08ac5d1e2b0d70d47f07f157582a57bcf2cf7fc1
ze_dragonball_snakeway_v1,45942656,21023968,b9f54a35c29c0b5d1a4c39ae2824fd2f54d68e71
ze_dread,138319900,50443374,997a3017ffe2647cd9c35e3dee2a2d4d054b9411
ze_dreamin_v1_8s,56828808,37069862,f403c3f0f3022f15cb3af43515c1825be83f2832
ze_dreamin_v2_1s,108682467,69513898,ac7d0d37d432298ad7b99e3f04cd7514dbca3086
ze_dreamin_v2_1s_fix3,111521822,70556674,e46ba60aa318a7ed83aa0e7c9062fed4e4c5c1cb
ze_dreamin_v2_1s_fix4,108140480,69319308,8276d33306460a9a6ab73ba371afca1c13af94c9
ze_dreamin_v2_3s,94936630,63574709,8c8abbc6131f55acf47e961b00e61f46fd6c5ade
ze_dreamin_v3_1_css,96199182,96170960,772a3beb014249e83e6fe5939391efb3561e57e5
ze_dust_escape_v1fix,2401788,878000,e622b69dc75571e6ab6aaa9fa16a69c1a0b04507
