mapname,filesize,filesize_bz2,sha1,note
bhop_bmg2_alpha,57084416,17286434,5a2cf714a46f9ce79f80dc11523311b6702b29df,
bhop_bmg2_aurum,32105405,16022901,384b9996049c6d92c2312d71f39562f70aed7d42,
bhop_bmg2_elly,53258091,53481779,034508cb5fc4bf2a2b1981d1cfadeeda4747e332,
bhop_bmg2_jolux,15304814,6628852,a496d9afae6b77ecd939af2f126e2932f647f070,
bhop_bmg2_kingkurtis,14274743,14310114,caba29db534c2c047e817cdd9e2d746bcd94bdf5,
bhop_bmg2_mixanik,6555660,845387,2683d666b0df90b57d0549db94575c904dba61bb,
bhop_bmg2_not_a_zombie,3002644,1141990,4573f2923cf9b77d1f4907ca7105e2c5c4395ae0,
bhop_bmg2_plar_not_a_spin_map,9390864,4422078,16ff18c3283680530cb224412eee431f0ad49d59,
bhop_bmg2_roady,8648849,8679946,e9c6e57eb17bb6fccf5e7d42c17dfbcc324ae6f0,
bhop_bmg2_suki,20130919,7518462,87e25ff9e28ee096f5fb2fd0c2966f8b97f96bec,
bhop_bmg2_teleasd,38404620,4588917,fcc6a36c3d5b3530dbb8540fdabafefcf9af4566,
bhop_bmg2_trickster,10782448,3794327,e594aea2906620d03667f0a6a9431b5f8fa3799c,
# ==== not a CS:S map? bhop_bmg2_aux.bsp
# ==== not a CS:S map? bhop_bmg2_ice_slide_b01.bsp (panzer's map)
# ==== skipping CS:GO map bhop_bmg2_sayt.bsp
