mapname,filesize,filesize_bz2,sha1,note
aim_aztec,7501684,3621218,aaea402be6037ed5d668ad5ffa619c20437d94ec,
cs_assault2_goban,4138573,2129542,383c1dd409e40104e2235a602fb4f97fe75dfbc0,
cs_estate_css,4818416,1813264,d396db17c3d0f6d6d3fee1afa7d29afbbd5c131c,
cs_Fort_sand_fox,13515326,5963418,1707608b0c2146a6201bd4b6aa6cdbb65fc5d5f8,
cs_napoli,44246435,13535471,f64281527c6581a3fa840d5298be56eeaf06efd9,
de_cache,17534172,4619315,fb10f769987ae2aae526dfe79092a348a81496c1,
de_cbble_firewire_6,23450668,8152635,0bd1b478d20eafff76cb668ab7bab6c84e152272,
de_company,1418152,713408,6021b363814851a8263e9366ee085586e3a135ad,
de_contra_old,12494735,5029312,5eac721746632d41f5e096aa9037ff02c553198d,
de_contra_vega,12494735,5029312,5eac721746632d41f5e096aa9037ff02c553198d,
de_cpl_strike_d,18317052,3426331,44d6f1058aa4e0e8e0c1bd5e6014405cf60a5264,
de_dam_facility_fixed,22036329,8982814,d0738cefbb9ccab6f9356f4aff90e21108dc3b10,
de_dust88,2684940,603588,6ddde13a91969318fbd65b5f824d0131b6d6882d,
de_eldorado_b1,28471719,13614397,7aaaac0238275cc24b380168a9b715da44a78508,
de_hotel_guevara,14271268,4617329,9d12081e210293e1fa4abb34e9a7a3235cbb6626,
de_imortalkillers_beta_v3,16269544,6079208,f0cda179b03869ecf3a81a3328519d38878e8919,
de_nass,4178108,933364,3677d1252f10db1cced4eca091842f430f263624,
de_nukes,12861884,5237387,25a25a0949816cef994ba847198c307f7b6ef8f2,
de_nuke_csgo,92838576,39987028,4401c005aa695dbf3e54ac81c47cfa7c7122ecbf,
de_point,5477380,2577298,751e151898e53a66827a5349a98fd401a76bc126,
de_russka_n,29800500,14681092,906f7a832f8eb962382569547d93d7712a64a3f9,
de_russka_vega,29800500,14681092,906f7a832f8eb962382569547d93d7712a64a3f9,
de_scorch,46577619,13366786,72c924e9e98bc687037fa034e43e7ff37688a214,
de_slummi_beta_v2,14659256,4299269,d176e83cce1699ea10a5732f13044932527f713f,
de_survivor_css,37272058,19225345,76d9f7b7a3e95ede6ebedd66f48a05e86802f979,
