mapname,filesize,filesize_bz2,sha1,note
surf_board_v2,11959276,421339,6d289682e7c62f2d9e0a793f102af525d1d1d0a6,
surf_epic_lulz,14036120,2463436,3e8d01abca7713b4e2abd238878df565b53875dc,
surf_f,24841172,865535,818441f4b585d095e349a034ef0bb3a5281d5599,
surf_fourcorners,11483792,3676497,79b4450d50fd571f85ecfdb5f0d9721d7d0d517e,
surf_gathering_lite,18704084,3978943,93f9272dda67b0902699be3d151f2310b7b35258,open project on solidsurf
surf_horsts_world_v02,2988920,818767,28a1ea6cbdc452d1ae6d9766e7d89f527a7df595,
surf_k2s_greatriver,7720472,709069,29f8e8d451ae1af74ba3c62f4fc9ba49b25e5d79,made for k2s clan
surf_kernick_v1,3632636,1246954,90788551e7d70a6ac188859e58aca3b3e5110758,
surf_leet_xl_beta3,2535132,715414,7ef71db084a6130efce87b479fe0a267a6ab29cc,
surf_mario_1-1,14069964,1145947,3a17ff5a0185ffda94c133db7e5c1f91603dbef6,
surf_nemesis_v5,4480360,1409025,1753e9807b2c1d81ac2ed4ffe8ea02604a27c2cc,
surf_ri-lax_save4,2859824,177456,57d1cb76091c2c0cd41f9d570db4ab95c111dcb0,maybe a test map by sgtkickurass
surf_tohumabohu5,7785132,674449,76ec3286425f29f6657d8a96ba0005a82be4cf59,
surf_wacky_watermelons_b1,24262220,6363415,5014d035f7ee4bf87b495fde42ec581f11278fbd,kaos4u map
surf_wacky_watermelons_b3,16297920,5607068,cbb2d88505e2c430f30bb09d1853222dbb658d53,kaos4u map

