mapname,filesize,filesize_bz2,sha1,note
zm_420_breeze_b3a_pf,3849282,1877663,fd45ce98cb9082daaa69589d126c7ac3276f4468,
zm_camper_remastered_v1,2887980,870891,1c3c7eb149d5cc4295e41693e076e5c8fe6a78cd,
zm_crates_snow_v2,18021384,6781552,77326d141fa19b0467dde73decc0d33d87e5a548,
zm_dream_4life,7168304,1501967,1d1e0202125d772d64f8f2acb818e36ca6cebfb5,
zm_dust2_d12,16538156,4848191,e3d68ef99f5007d6fde746dd7b4a7b20f5a06fde,
zm_failinc_catacomb_v1_1,15416698,7479927,83b32056e1fab829543665c6d2fa747fa63a3324,
zm_for_fun_v2_d,5485328,1434471,28a528fc3a6e96aabd6ce95ed2be55b2aaea7e21,
zm_hospital_64,2123388,927870,98bcd3124c350ac1b1d0f06444ef95f818c2212d,
zm_italy_elegant,19576481,5093149,07778cc5e14b26d0de5919539e8e82da4da02188,
zm_lila_panic_hah2012_ds,10090800,2748098,3fb4bb1de8dfe2e8a452421620bcfbe4808aaa21,
zm_lila_panic_v4,2955344,728038,ffef1e8bb12b6fa2b1023c9c80fa81a2d4575463,
zm_lila_remake_night,10834787,3258629,8d5d865cbc7a6944bbb5c75904f34808aa0f293a,
zm_little_city_roof_top,6731228,2845623,d2f86efc1390a80b32e5a9ce272bfe3ea9c4af63,
zm_minecraft_extreme,15283238,2423214,75b3605420a7c934d248495ea925f9fce8adc52c,
zm_monastery_remakev1,15970446,7477269,bf23b3a78cbdabeffcc8c2d49a3bb702d5859751,
zm_nide_7af,12208564,4203975,d9c5e626cf6ff4c79aa3a29397ab376132aead45,
zm_nide_katora_mansion,9555964,8224702,d9d0bffa2ee87c7060dabaa553cce6b4e8fc5475,
zm_nide_surf_v2a,11635796,7223826,1266d214a1d2447ede13c84072e02169537ff7a4,
zm_powerhub_v4_fixed,7458622,3005974,f9c3198196a74cf130ba20e00cc9deb840fb6d34,
zm_uprugiy_kot_panic,3641584,456805,2465dd0155c0d4bc88e8187b6631b2450abd7084,
zm_zmbrasil_v5fix,13307094,5271834,fa9f6dc4f15951c29b5203a25076c5b8d19cd011,
zm_zstreet_v2,4308424,1086641,d21fb9107308e680a226afc40779f53b2ddd2a63,
