mapname,filesize,filesize_bz2,sha1,note
surf_2pacisalive,56617680,19702434,c9896022a4753db9367776692ac9868d7f4cd65a,
surf_antagonist,41004677,40929544,b023d630b280e426ed23da97a8ae606d594969a0,
surf_ben10,143401444,143219663,f20a089157b45acbc062409b28ad562a1241a29f,
surf_barbies_malibu_adventure,86715032,86754431,d56fc25aef055257e33060e6ff24ce53f1d26ebd,
surf_beyond2,24783798,24652514,4e750f6d2250e26ad7c4b805097ba4dce863e93c,
surf_christmas3,147956741,148124717,2f956d696dc86c54f5b74b8c33cd053541979e63,
surf_crucible,107476069,107779090,deb392fa53e8f65cc680c77168a7fa4d9d4fc4ba,
surf_earthmover,11423346,11391352,65280ad1ff861c05dda345fbb009bc545ef49138,
surf_excavation,39958808,40003803,27fa2e0e2320acf1dec987569e3cc2ae12b9563f,
surf_executioner,30519601,30491622,4ca21a0866ddba5071579cd2d2899cb957ec0b48,
surf_fuckyall,12277586,12302169,59d03800153280841af4fb180cf7acd12284c7ab,
surf_honour,42759064,42647456,d904d09de28db8bdb651932d3aad769a4b8b28c5,
surf_jagerbomb,24522673,24479945,577e5fe88df10584841a6592b21f014393586df1,
surf_kaaba,11415044,11438109,204f52c2baacec9a1b91a35b6d1c93ff079f8892,
surf_monkeys2,53513440,53414137,ce1616e4f2ec95c4178c54b5e91c4d72511cb7f1,
surf_nsz_fix,12456674,12444766,c28e1efe8c4ace24a52294419999a9b764f3107d,
surf_ofrenda,131676045,131881512,0b5187776f2100730607cde94a08419a13350f01,
surf_race,79392804,79496673,c98924b1a7b6be855f0aa87ec6f19e2714421105,
surf_radiant,97810707,97830094,53d9f81b0fa9c1d64fafdaa7da32c5297a0fa786,
surf_rise,66351374,66373469,ae5081fce88fd4684e4bdc182c70ac46622f21fa,
surf_salmari,57481380,23766331,1c30f28ec66f6792620de1531e0a633b28d4d407,
surf_santorini2,46985402,47021427,19625c6373565511498fe9a325d037d404c58caa,
surf_sidelines,48350848,48489351,4a6e0d7469bd5f506bf635a8fb4606fb387e6659,
surf_sidistic,6750994,6768398,fd4756b33ff51617c81aa3a2ea021dea1f572c1a,
surf_sinner_ksf,221153945,222032409,9dedd2d48e80e387b1345d7b23f61f8402125dad,
surf_sketchy,15638394,15698215,fc1ca2c2bcf988b9e2d2a46723bbc09b6b693be3,
surf_smol,173373132,173562493,dd96e2ad48fe04468615e5694ff9e16c786ce689,
surf_spooky,124483208,30808471,3273fa62b61111e028416d64299b40216a61be4e,
surf_topology,71414012,71205274,ba7b67d604c61030d6580a64506c6dd170f39f5c,
surf_twist,55282678,55479502,d731e7f2d81334f8cfb398c2a21776c73598433c,
surf_vacant,96585617,96285976,5ab6beb8e4efcbaa848b39bbaacebe1c4e1bd6ca,
