mapname,filesize,filesize_bz2,sha1
$2000$_azaza,7277632,1639496,a494df419f74ba05e68f8323c48779494273e9e2
Bhop_CopyAndPast,5782701,2305200,4a775d7601ca16ae7cfb525b761de8952c7b5904
bhop_badtrip_v1,16735679,3589477,be4b565fba713fc6131c259fe8f5cfdc1a3685c0
bhop_cobblestofcuijkw9efn2g4,6575400,2415842,c1269d64399dd6f8e3600897ed3992c4603d1c4a
bhop_easyhop_benghaziedition,3161722,414849,8723f13f2abde8a8652b175c8932307742c0d25b
bhop_kz_xc_mg_jb_de_cs_surf_aim_lj_bkz_270,117964,4363,c72a7e269176590eb94456fa465a3b206a1a7dfa
bhop_minecraft_winter,29864827,7311024,2ea989ebd501ea6442a2717c2e8e56322c1d7038
bhop_novice_beta,2699057,839158,c8ea6f2f3ae01a0006229f03cf09faf73b600b69
bhop_ofswgok,1673701,366053,b1fd43d7e851b02bdcd538cef75a54f6590fcd0e
bhop_rand0m_gm,66587572,32591200,01f64a77b925201bb8bb7dd6664fbc09e6b3c693
bhop_rand0m_gm,66587572,32591171,bb8f7f3ceb7073d1014e17a08855e6fb0814d770
bhop_stormy_night,40975264,14607598,3acf42167ae98cf71dd431b0701c0c5de7802be3
2d_super_mario_bros_d,51526441,4022735,5ae202aeeba995cb5501e4b8ee730772a464e063
2hotels1map,10911760,3725085,6a10ec24fe396f78ad680adb19a0d2e061783ff0
333_perfection,210527,55948,fd2b71b2730590dbe83115bf39d0e88c630e36e2
338,346118,16495,7677b2c3daf05e2be466ff91956962adb77ff5b1
3k_jumpline,628027,226864,e06ee92d53ee4f88f6b4586c7485123a7a87a63c
3mc_training_v2,1614072,750718,498b9f76058e65c135ad04c31492759a0dee6814
66tbhop_spi_bon3r_a04,26734241,6598972,7960844d40dc570d8166991324dcb8b422f680dd
AnubisAxor_area_v1,1004320,215563,aa098457672600adefbd06f4f221d660697d7209
BHOP_ItsDark,496392,79970,c1683b59d5199862ff5ec9d74ada87f6a99dc7dc
Bhop_1st,3440684,587433,2d340e16a79735f435c696010228c1717a3adc87
Bhop_CopyAndPast,5782701,2305200,4a775d7601ca16ae7cfb525b761de8952c7b5904
Bhop_FreedomPuppies_v2,29861033,20379973,9c6a7a4eae9539d0bbf52b3910009033448828c7
Bhop_Frighten,612784,108124,39e060b1ac852a1683f832be6cd62bd14262350a
Bhop_GameExe,2847326,841815,ad3dcfe7e7e78a26cf5c95839e5010681fe5de87
Bhop_Lory_alpha,5432908,686193,27eb3db4eb86ec1cc16af2f63e9045208e43be97
Bhop_Mampu_V2,25355067,16044447,4c2cb1db756ec7c37dc619d17d2e81444466e933
Bhop_Minecraft_Winter,29879443,7296596,0832d7446eca3c2279b09a335ecdc85892daa4fd
Bhop_Needname_V7,5168096,838971,dcc381e1bb969544a1541348b387c9ef6a43a386
Bhop_Needname_V7_light,9966312,3169093,8055477f943eb4ce3a6273e89e29e0e93a2ebc5b
Bhop_Om,1849816,556280,a857046777edc80339d3720f437bac6c026b3e16
Bhop_Onyx,2458524,540124,d7cb3c9bf17258270be092bddebf17c421240440
Bhop_Opt1,180824,20294,223a1a092e516b3a17057119a29a9577eefdd351
Bhop_Redwood,3955492,209581,b50ccbac01706c9b591bbb7fcb9a8d9f95bd074d
Bhop_Smokee,33324589,4131513,d8f3dc1598f13ffb34b222872680a40001a6da8e
Bhop_Smokee_beta,38104125,3385022,a292566c07d10161e34eac3601903b1b670321d8
Bhop_Spike_Beta_test,1528552,306476,2541720ff75dffb4bc3fd26bd22c834312357151
