mapname,filesize,filesize_bz2,sha1,note
ze_anzalone_css1,30008769,30030327,19d10291fa59ccd5345b945838abed13c38f16dd,
ze_april_fool_3_devil_game_b1,58338596,8024969,b23838580d3b55217fbaaadcba2d4f01afbe112f,
ze_april_fool_3_lasers_time_b1,86590536,42187680,5e0cfb57ca880bd657d4d96c32c92f898907cc21,
ze_argon_a2,144401866,143447724,f3527047fe18e9e718a9ba9bdef98e9918ee588b,
ze_blue_magic_castle_css1,86972392,87192795,f5945b4397a87d4c3e44b7ccf3b78482e1e2da67,
ze_ffvii_cosmo_canyon_v6test5_css1_1,199328849,199427066,3ef8951cb47ceccb137155ec3f6e3283f4382b33,
ze_genso_of_last_css,146129171,146141512,91c930181844cb687e194cf51095b0dd051b6f9c,
ze_helium_a1_1,21929317,21673159,d77e3459e17d97e7d740e89055f680850519cdfb,
ze_knife_stray_s1,46458092,46539656,31a3ff979408a9c3f9f8db601fee597aa1d27a76,
ze_megaman_v1_1,194679544,94281965,fea48ccaaceae01aea67e5bfc97faf57b6aa7489,
ze_neon_y1,30011649,29644434,3120fd610a010fa3ffcead2b4d7d38d888134405,
ze_omen_090_css,68244850,68323095,c8c440b2b8f30946a4fbb7112051a57cb742743d,
ze_peak_april_fool_test_v1_2,27318231,27410729,9ba9019a1eaaada10f5128711a3f7bac7267b7d4,
ze_quicksand_v1e_css,179362336,86862352,be404e2f6bea64be455329842bc48dba23f5da3f,
ze_simpsons_escape_extreme_v3_0a,95103772,32491463,58851d3dba7a71d4ee75b6bf328b1a3d90c8f1ba,
ze_sky_fantasy_css0_2,112864232,85933499,f179557a5bd4df38ff52ab3757e85cffac183f54,
ze_surf_elystra_v2f4fix,82357782,82392668,25b35ce2aaf9d5a45543c3eb0c1e198908b187a7,
ze_surf_empyreal_v2a,42405595,42471596,e44ed9c16da0f194ca880fa1380771509d4552d0,
zm_4blockz_cng,2460142,817623,497725ae2fba9f7a44599edb0d03ec6069e0b6b9,
zm_among_us_imposterss,31353564,9081082,16a442e940f1ba6763e12138e4441fc0169f07e3,
zm_aquarena_cng2,14180783,7221636,4dd6ad3e64b153e9899ccbe1acdd74a2406b6843,
zm_call_of_duty_shipment_final,1466968,569245,37a98bfd64735d44c5ffae45f3e10f3a1791b60b,
zm_camper_indian_xmas,48913384,13174615,2f3940759e19e3038a54a9f51847bd502afc4602,
zm_combinoido_cng,5578845,2422360,2d11fd7dcb4be4b65e95f964505d1d8d7530a75a,
zm_cyber_playground_cng2,33550329,11160319,ca61f860ca4c668f82b4fbd2ff162b9e8738ca0f,
zm_gothicx_cng2,54306886,30409124,4988864339d3a300d85524d163e9c7704d17cb03,
zm_gtfo_panic_cng,4161311,1205837,47b5a7dc78aef7f847f875b4503c1fe5594223c1,
zm_hospital_64_p@pys,11697762,4576524,8e64806ba722d02409344e3492c25c2a69bb6bb2,
zm_icy_edge_cng,2228291,988292,db24f1790a8b4fad2f5814c4daa1ee9ae04fe7c6,
zm_indian_scum_center,7927905,6272069,9acf67ed3dc4f4a1631bbeab342f05acdfcc7e9d,
zm_jungle_papys,11016621,4005753,92879c54e948d301e89fff76182621f5ac809129,
zm_l!la_pan!c_ose_sk2,2972976,573361,5df364e6b55ee5a24fd71ad9e5eee3d99c1fdc46,
zm_lila_panic_lego_fina!,11515843,3075113,8ee92fdb27a2b3e8f07e8fee27d5da04cec83578,
zm_lila_sophistical_u1,14529849,8975248,3799767537f59ec048893e3d962677c20a8a06af,
zm_minecraft_with_zombies_halloween_edition,19087898,13232698,7c4006aa6467b34bacab5a3990b1599ecfd360ea,
zm_new_years_night_v3,45013188,22313642,bd8244430da796d4631309994483a670845194e1,
zm_nide_beach_winter,1856876,724647,421dd074402fea70a21d1d96f95396337485204b,
zm_nide_sunshine_house_v3,1010192,270631,780857ddb5c5238a7ddd7f22f80f48c8c4510f62,
zm_outta_space_cng2,81014266,47606487,848826373061debb08a7da947cbb95b9361ccf21,
zm_pyramido_surf,3952214,2242056,7900d89076e672fecf0ac0812cff44150950fb9f,
zm_tiny_hunt,686782,244385,38ff72b4162e42b5dd6db57dd054ff522233c3df,
zm_wounded_wildlife,6950991,5181875,ac1f372d72c9dcab85adc2d00c359601cae16c88,
