mapname,filesize,filesize_bz2,sha1
ahop_ayb,5567128,1380400,6b115ad83ecca8b4be71415c2e1c30fed1102e3a
ahop_coast,20587566,20316454,f2c910c254505cd267a845e690f169040bb902e5
ahop_drift,5190697,5202503,bb2c486edccb56f30d40cb0b5425d0e8ad78b644
ahop_easy,8402551,8431104,6cae1857adbb144289390890940697a3a69197e1
ahop_first,13083364,3106038,c0fba6c6a9cdaec006c738f6c591d7ca01ef7bc0
ahop_gocazon,9237307,9197075,becd7ea25e8847be0bed5558351d9f2b8975f5dd
ahop_idk,4179655,471426,197b8717dd80e44765e5d3c2698ea0db6ad472e9
ahop_longjump_v1,4678732,359476,b1c3a2bd033ab173c5df27f339b0f907ae853030
ahop_minecraft,2481146,787950,87fe8d8969d0c89d7b202a25e112d5f4928561ff
ahop_orange,3732441,3713077,fb03c3b564f14d18519faa01c21c06115039ef8b
ahop_portal,55689717,9552901,d7ed0bfd7de98eefc2d1fe125b17fc749cd7303b
ahop_reptile,7353711,7129308,5539e9f3b47114f5be61f07bddf285bdf124b168
ahop_timescale,33110904,33218127,d4bed3e7828edf7db8451ff7d372f4d96a1817e4
