mapname,filesize,filesize_bz2,sha1,note
bhop_aabhnerd,26318871,15683600,b664a71de9495ac63bcaa655ff9a9bbe296bb61f,unique
bhop_ahop_coast,20587566,20316454,f2c910c254505cd267a845e690f169040bb902e5,
bhop_alvo2_telehops,35347137,11510937,3f833456ed04ae59a84c5d988cbb8dadd3fc117b,unique
bhop_australis,6242085,122334,fabe7d7f66d999a63e88f9cff4c302374388a849,unique
bhop_holycow,1240484,76213,5ce9de0a2d7d56c545e879e4794c1bce48c5af44,unique
bhop_honeytest1,6890497,1723186,bc76435276af64a8c0af66921c7c708247c296fa,unique
bhop_ididthismapatschool,241200,39882,afb247508e140d9bf7f81b84d5b4ee9ff1fb1f9e,unique
bhop_kulantu3,25174832,665649,d267b05296dd42a7deacef5b10e2316b01412db4,unique
#bhop_screel$ee,30164895,14479802,630f18d34a93397c7d885195cd7aba26cfe01294,
bhop_sexyseenkid,39360926,10886325,c8958f7cefc05e56a908a068ab055108638867d5,unique
bhop_sexyseenkid_fix,41065178,11310434,5d7276614e7fabca961ab1247e4ee1717f2c7d4a,
bhop_spacefailure_fix,58108692,39490922,011ac54edd1b98af4adba24dd2fcd2a58a1207e4,
bhop_speedrun_valley_csgo_b2_d,18331194,9279886,0e1ca68ff051a3677b310c4b84bc4f316e36078e,unique
bhop_test,166432,17635,8d9c9b95c647778f64ee5bac91fef409e0ea1941,unique
bhop_tweek,203424,27130,827a1a79cd60af6ed5576186bc3c18b3c39f2f4e,unique
bhop_wake_up_its_2006,231316,38825,d74b4aec877e27f552ef7807bb9c42d883fcb394,unique
bhop_wake_up_its_2006_v2,135260,8897,8b8266f8157dcca3bb99ac411892acac9675a786,unique
