mapname,filesize,filesize_bz2,sha1
$2000$,869920,547352,11d723eae41c2c8f6345ade9f3086bdb00dcc13b
$2000$_2k,3321307,2055311,0cfbc94c3ecda7fd8adc57d1324df5166a459c73
$2000$_azaza,7277632,1639496,a494df419f74ba05e68f8323c48779494273e9e2
$2000$_cordobe_,2419708,659198,eb2fd8f450168e8c5907b31736f19445ddc096e4
$2000$_dust_bt,3140304,1248843,8bab5de067f16d0c392c2268193826e1b1498aed
$2000$_external,1958464,778944,b08b7bf88e2fa0525b87aa02eb096a797af70082
$2000$_hell_remix,19113947,14144400,b9ed132362411838a94b06b116165b1c85140fc8
$3000$,533316,245612,eaf19679b118496b6589041a9563667e990ee267
007_complex,2058768,804323,f1c7574a842a925bac0370e99dea5d3d37893869
10roomshootout,210988,24675,d74c089df806be9c83b071edd3f2617a34577dee
128p_test_css,333636,8933,14608ccb5dbc8141b556da6704f4f3aa3593de01
1bettercorridor,652176,268666,eb753a4dea5b1e96a53aa4c7acc72a112e69d853
1hp_classique,3193082,829694,60c1155cd9ad285c5e5f2cda41b8e553566762ef
1v1dust,1337276,365692,5dc128b973e96f8568f33a8dfdad946bdab03ac4
2d_super_mario_bros_d,51526441,4022735,5ae202aeeba995cb5501e4b8ee730772a464e063
2hotels1map,10911760,3725085,6a10ec24fe396f78ad680adb19a0d2e061783ff0
2ramps,668148,268128,584b1625238c7f8804fe4b74919b128619395ef0
333_perfection,210527,55948,fd2b71b2730590dbe83115bf39d0e88c630e36e2
338,346118,16495,7677b2c3daf05e2be466ff91956962adb77ff5b1
35hp_beta3,2193860,487576,f613a7a6107969d1fa8a608f712058282047042c
35hp_nailer,24844115,11655879,28525e92d2fc6beea0472d8b2ecb0e85fbf6f56a
3_5v_rotcaer_okam_iivff_ez,99453006,99767960,251eac58e6a70e1ed53f4f1ecc8dec837a7feb8e
3_b5v_rotcaer_okam_iivff_ez,68956229,69128172,a40c3272b382c9c441995a3de19e4a199e5ab630
3d_aim_map,3813912,872480,6569606a5fd2930e7a6120ebac62b1151cbb9d6c
3k_jumpline,628027,226864,e06ee92d53ee4f88f6b4586c7485123a7a87a63c
3mc_training_ultras,3887911,1167860,ff3c9ccc07af6d8ee8270741484d7627cd7b7147
3mc_training_v2,1614072,750718,498b9f76058e65c135ad04c31492759a0dee6814
3stories2005,1746016,192319,8ac726c1a9ed4340637332016471312590d8708f
5v_2yawanur_potfoor_ez,5840768,2334141,e782aa429276c10b95975006f626faa943275f97
66tbhop_spi_bon3r_a04,26734241,6598972,7960844d40dc570d8166991324dcb8b422f680dd
]hell[,8518253,3662161,0895eb6bedb2b4ead4f431ebf24cff45db75e5d4
a_rats_1,2263416,777007,e9660f57c8c382f385b99a96b17e5901dd036d54
a_rats_2,4070512,1478453,9c1bd6d8e78d19d63e8575338b1d9f54cd186870
a_rats_4_final,3040020,715457,3f935b8a6b0c0239192ae3bb994695ffa1bac646
